Feature,Comparison,N_Normal,N_Disease,AUC,CI_Lower,CI_Upper,Optimal_Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,F1_Score,Youden_J,LR_Positive,LR_Negative,TP,TN,FP,FN,Is_Inverse
SDPPG_b_a,Congestion,30,30,0.661111,0.512275,0.794222,-0.885259,0.500000,0.766667,0.681818,0.605263,0.633333,0.576923,0.266667,2.142857,0.652174,15,23,7,15,False
SDPPG_c_a,Congestion,30,30,0.596667,0.440043,0.748917,0.253578,0.400000,0.866667,0.750000,0.590909,0.633333,0.521739,0.266667,3.000000,0.692308,12,26,4,18,False
Downslope_Length_Ratio,Congestion,30,30,0.536667,0.387192,0.680156,0.552367,0.533333,0.633333,0.592593,0.575758,0.583333,0.561404,0.166667,1.454545,0.736842,16,19,11,14,True
Slope_Length_Ratio,Congestion,30,30,0.536667,0.387192,0.680156,0.810391,0.533333,0.633333,0.592593,0.575758,0.583333,0.561404,0.166667,1.454545,0.736842,16,19,11,14,False
Upslope_Length_Ratio,Congestion,30,30,0.536667,0.387192,0.680156,0.447633,0.533333,0.633333,0.592593,0.575758,0.583333,0.561404,0.166667,1.454545,0.736842,16,19,11,14,False
Onset_End_Slope,Congestion,30,30,0.506667,0.351240,0.651447,-0.013584,0.766667,0.333333,0.534884,0.588235,0.550000,0.630137,0.100000,1.150000,0.700000,23,10,20,7,False
Delta_T,Congestion,30,30,0.505556,0.342022,0.657702,0.137500,0.233333,1.000000,1.000000,0.566038,0.616667,0.378378,0.233333,,0.766667,7,30,0,23,True
AC_Component,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003083,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,3.202795,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Amplitude,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003083,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
DC_Component,Ischaemia,30,30,1.000000,1.000000,1.000000,1.829445,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
D_AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,2.610092,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Diastolic_Width,Ischaemia,30,30,1.000000,1.000000,1.000000,0.542500,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
End_Datum_Area,Ischaemia,30,30,1.000000,1.000000,1.000000,0.251770,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Fall_Time,Ischaemia,30,30,1.000000,1.000000,1.000000,0.775000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
Max_Start_Datum_Diff,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003045,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
PI,Ischaemia,30,30,1.000000,1.000000,1.000000,0.168464,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
S_AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,0.617200,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Start_Datum_Area,Ischaemia,30,30,1.000000,1.000000,1.000000,0.907333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Pulse_Width,Ischaemia,30,30,0.993333,0.978861,1.000000,0.969500,0.966667,0.933333,0.935484,0.965517,0.950000,0.950820,0.900000,14.500000,0.035714,29,28,2,1,False
AUC_Ratio,Ischaemia,30,30,0.957778,0.907240,0.994442,0.237383,0.900000,0.933333,0.931034,0.903226,0.916667,0.915254,0.833333,13.500000,0.107143,27,28,2,3,True
Rise_Decay_Time_Ratio,Ischaemia,30,30,0.950000,0.883332,0.997775,0.253359,0.933333,0.900000,0.903226,0.931034,0.916667,0.918033,0.833333,9.333333,0.074074,28,27,3,2,True
Width_Ratio,Ischaemia,30,30,0.948889,0.883330,0.996571,0.789862,0.933333,0.900000,0.903226,0.931034,0.916667,0.918033,0.833333,9.333333,0.074074,28,27,3,2,True
SDPPG_e_a,Ischaemia,30,30,0.946667,0.882486,0.987559,0.238078,0.833333,0.900000,0.892857,0.843750,0.866667,0.862069,0.733333,8.333333,0.185185,25,27,3,5,False
Downslope_Length,Ischaemia,30,30,0.914444,0.810266,0.986562,1.281570,0.833333,0.966667,0.961538,0.852941,0.900000,0.892857,0.800000,25.000000,0.172414,25,29,1,5,False
PW50,Ischaemia,30,30,0.900556,0.804211,0.978680,0.521500,0.933333,0.833333,0.848485,0.925926,0.883333,0.888889,0.766667,5.600000,0.080000,28,25,5,2,False
Length_Height_Ratio,Ischaemia,30,30,0.880000,0.782133,0.958479,2.311719,0.766667,0.900000,0.884615,0.794118,0.833333,0.821429,0.666667,7.666667,0.259259,23,27,3,7,False
SDPPG_d_a,Ischaemia,30,30,0.876667,0.771026,0.952012,-0.273173,0.833333,0.800000,0.806452,0.827586,0.816667,0.819672,0.633333,4.166667,0.208333,25,24,6,5,True
SDPPG_c_a,Ischaemia,30,30,0.873333,0.777072,0.949946,0.280574,0.666667,0.966667,0.952381,0.743590,0.816667,0.784314,0.633333,20.000000,0.344828,20,29,1,10,False
Rise_Time,Ischaemia,30,30,0.861667,0.752727,0.958857,0.195000,0.800000,0.900000,0.888889,0.818182,0.850000,0.842105,0.700000,8.000000,0.222222,24,27,3,6,True
Upslope,Ischaemia,30,30,0.847778,0.733670,0.937783,8.868716,0.733333,0.900000,0.880000,0.771429,0.816667,0.800000,0.633333,7.333333,0.296296,22,27,3,8,False
Delta_T,Ischaemia,30,30,0.840556,0.729425,0.939179,0.137000,0.666667,1.000000,1.000000,0.750000,0.833333,0.800000,0.666667,,0.333333,20,30,0,10,True
Skewness,Ischaemia,30,30,0.833333,0.713271,0.940578,-0.141050,0.766667,0.866667,0.851852,0.787879,0.816667,0.807018,0.633333,5.750000,0.269231,23,26,4,7,True
Downslope,Ischaemia,30,30,0.811111,0.678532,0.907243,-2.017207,0.600000,0.933333,0.900000,0.700000,0.766667,0.720000,0.533333,9.000000,0.428571,18,28,2,12,True
Downslope_Length_Ratio,Ischaemia,30,30,0.785556,0.654018,0.899461,0.556219,0.600000,0.900000,0.857143,0.692308,0.750000,0.705882,0.500000,6.000000,0.444444,18,27,3,12,False
Slope_Length_Ratio,Ischaemia,30,30,0.785556,0.654018,0.899461,0.797853,0.600000,0.900000,0.857143,0.692308,0.750000,0.705882,0.500000,6.000000,0.444444,18,27,3,12,True
Upslope_Length_Ratio,Ischaemia,30,30,0.785556,0.654018,0.899461,0.443781,0.600000,0.900000,0.857143,0.692308,0.750000,0.705882,0.500000,6.000000,0.444444,18,27,3,12,True
DNP,Ischaemia,30,30,0.773333,0.641189,0.881703,0.784802,0.766667,0.700000,0.718750,0.750000,0.733333,0.741935,0.466667,2.555556,0.333333,23,21,9,7,False
Slope_Ratio,Ischaemia,30,30,0.692222,0.537232,0.826675,4.450722,0.566667,0.833333,0.772727,0.657895,0.700000,0.653846,0.400000,3.400000,0.520000,17,25,5,13,True
Datum_Area_Ratio,Ischaemia,30,30,0.646667,0.500504,0.780003,3.884494,0.600000,0.700000,0.666667,0.636364,0.650000,0.631579,0.300000,2.000000,0.571429,18,21,9,12,False
Kurtosis,Ischaemia,30,30,0.634444,0.486556,0.764189,-1.388657,0.600000,0.733333,0.692308,0.647059,0.666667,0.642857,0.333333,2.250000,0.545455,18,22,8,12,True
IPAR,Ischaemia,30,30,0.627778,0.482098,0.769753,0.580273,0.733333,0.566667,0.628571,0.680000,0.650000,0.676923,0.300000,1.692308,0.470588,22,17,13,8,False
Upslope_Length,Ischaemia,30,30,0.573333,0.425281,0.726153,1.034804,0.966667,0.333333,0.591837,0.909091,0.650000,0.734177,0.300000,1.450000,0.100000,29,10,20,1,True
SDPPG_b_a,Ischaemia,30,30,0.546667,0.406007,0.705145,-0.960788,0.533333,0.633333,0.592593,0.575758,0.583333,0.561404,0.166667,1.454545,0.736842,16,19,11,14,True
Onset_End_Slope,Ischaemia,30,30,0.536667,0.380914,0.677459,0.002731,0.400000,0.733333,0.600000,0.550000,0.566667,0.480000,0.133333,1.500000,0.818182,12,22,8,18,False
Systolic_Width,Ischaemia,30,30,0.516111,0.371024,0.677459,0.423500,0.200000,0.933333,0.750000,0.538462,0.566667,0.315789,0.133333,3.000000,0.857143,6,28,2,24,True
Variance,Ischaemia,30,30,0.512222,0.366647,0.656883,0.103931,0.233333,0.900000,0.700000,0.540000,0.566667,0.350000,0.133333,2.333333,0.851852,7,27,3,23,False
RWI,Ischaemia,30,30,0.511111,0.354820,0.656014,0.903120,0.400000,0.766667,0.631579,0.560976,0.583333,0.489796,0.166667,1.714286,0.782609,12,23,7,18,False
